objectid,filename,title,creator,date,description,transcription,subject,location,latitude,longitude,source,format,language,rights,html
album_a22,photo_album_a_022.jpg,Álbum A Página 11 vuelta,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,[Handwritten] One of the community corn grinders,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a23,photo_album_a_023.jpg,Álbum A Página 12,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,[Handwritten] Water barrell for community use. One of the community ovens.,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a24,photo_album_a_024.jpg,Álbum A Página 12 vuelta,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a25,photo_album_a_025.jpg,Álbum A Página 13,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,[Handwritten] Valentin stripping sugar cane.,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a26,photo_album_a_026.jpg,Álbum A Página 13 vuelta,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a27,photo_album_a_027.jpg,Álbum A Página 14,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a28,photo_album_a_028.jpg,Álbum A Página 14 vuelta,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,[Handwritten] In the heat of the day.,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a29,photo_album_a_029.jpg,Álbum A Página 15,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a30,photo_album_a_030.jpg,Álbum A Página 15 vuelta,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,[Handwritten] A unique hat… half a soccer ball. ,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
album_a31,photo_album_a_031.jpg,Álbum A Página 16,Hna. Evanne Hunter,1988-12-01,Página del álbum fotográfico creado por la Hna. Evanne Hunter a partir de sus viajes a El Salvador,[Handwritten] Tobacco companies are doing well…,El Salvador; guerra civil; repoblación; solidaridad internacional,El Barío,13.95175,-89.05973,"Archivo de las Hermanas Loreto de Toronto, Faculty of Information and Media Studies, Western University",image/jpeg,eng,"El uso educativo incluye el uso no comercial de textos e imágenes con fines de enseñanza e investigación. Para cualquier otro uso que exceda el uso gratuito, por favor póngase en contacto con el proyecto Memoria Histórica Sobreviviente en El Salvador de la Posguerra, de la Facultad de Información y Medios de la Universidad Western"
